"Van";"Naar";"Persoonskenmerken";"Perioden";"Waarde eenheid";"Waarde"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2010 1e kwartaal";"x 1 000";"4422"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2010 2e kwartaal";"x 1 000";"4406"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2010 3e kwartaal";"x 1 000";"4391"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2010 4e kwartaal";"x 1 000";"4375"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2011 1e kwartaal";"x 1 000";"4361"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 25 tot 45 jaar";"2011 2e kwartaal";"x 1 000";"4348"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2003 1e kwartaal";"x 1 000";"4065"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2003 2e kwartaal";"x 1 000";"4094"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2003 3e kwartaal";"x 1 000";"4107"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2003 4e kwartaal";"x 1 000";"4127"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2004 1e kwartaal";"x 1 000";"4136"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2004 2e kwartaal";"x 1 000";"4166"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2004 3e kwartaal";"x 1 000";"4176"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2004 4e kwartaal";"x 1 000";"4195"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2005 1e kwartaal";"x 1 000";"4219"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2005 2e kwartaal";"x 1 000";"4233"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2005 3e kwartaal";"x 1 000";"4252"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2005 4e kwartaal";"x 1 000";"4267"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2006 1e kwartaal";"x 1 000";"4280"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2006 2e kwartaal";"x 1 000";"4298"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2006 3e kwartaal";"x 1 000";"4327"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2006 4e kwartaal";"x 1 000";"4347"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2007 1e kwartaal";"x 1 000";"4370"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2007 2e kwartaal";"x 1 000";"4389"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2007 3e kwartaal";"x 1 000";"4405"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2007 4e kwartaal";"x 1 000";"4418"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2008 1e kwartaal";"x 1 000";"4458"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2008 2e kwartaal";"x 1 000";"4475"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2008 3e kwartaal";"x 1 000";"4493"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2008 4e kwartaal";"x 1 000";"4510"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2009 1e kwartaal";"x 1 000";"4527"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2009 2e kwartaal";"x 1 000";"4542"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2009 3e kwartaal";"x 1 000";"4557"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2009 4e kwartaal";"x 1 000";"4572"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2010 1e kwartaal";"x 1 000";"4588"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2010 2e kwartaal";"x 1 000";"4604"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2010 3e kwartaal";"x 1 000";"4621"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2010 4e kwartaal";"x 1 000";"4637"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2011 1e kwartaal";"x 1 000";"4644"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Leeftijd: 45 tot 65 jaar";"2011 2e kwartaal";"x 1 000";"4643"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2003 1e kwartaal";"x 1 000";"3948"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2003 2e kwartaal";"x 1 000";"3953"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2003 3e kwartaal";"x 1 000";"3845"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2003 4e kwartaal";"x 1 000";"3816"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2004 1e kwartaal";"x 1 000";"3766"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2004 2e kwartaal";"x 1 000";"3740"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2004 3e kwartaal";"x 1 000";"3635"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2004 4e kwartaal";"x 1 000";"3628"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2005 1e kwartaal";"x 1 000";"3632"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2005 2e kwartaal";"x 1 000";"3648"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2005 3e kwartaal";"x 1 000";"3560"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2005 4e kwartaal";"x 1 000";"3565"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2006 1e kwartaal";"x 1 000";"3568"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2006 2e kwartaal";"x 1 000";"3586"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2006 3e kwartaal";"x 1 000";"3532"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2006 4e kwartaal";"x 1 000";"3534"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2007 1e kwartaal";"x 1 000";"3549"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2007 2e kwartaal";"x 1 000";"3506"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2007 3e kwartaal";"x 1 000";"3402"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2007 4e kwartaal";"x 1 000";"3418"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2008 1e kwartaal";"x 1 000";"3507"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2008 2e kwartaal";"x 1 000";"3543"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2008 3e kwartaal";"x 1 000";"3489"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2008 4e kwartaal";"x 1 000";"3520"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2009 1e kwartaal";"x 1 000";"3510"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2009 2e kwartaal";"x 1 000";"3528"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2009 3e kwartaal";"x 1 000";"3423"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2009 4e kwartaal";"x 1 000";"3432"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2010 1e kwartaal";"x 1 000";"3403"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2010 2e kwartaal";"x 1 000";"3368"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2010 3e kwartaal";"x 1 000";"3414"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2010 4e kwartaal";"x 1 000";"3477"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2011 1e kwartaal";"x 1 000";"3513"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Lager onderwijs";"2011 2e kwartaal";"x 1 000";"3524"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2003 1e kwartaal";"x 1 000";"4507"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2003 2e kwartaal";"x 1 000";"4515"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2003 3e kwartaal";"x 1 000";"4547"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2003 4e kwartaal";"x 1 000";"4514"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2004 1e kwartaal";"x 1 000";"4473"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2004 2e kwartaal";"x 1 000";"4445"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2004 3e kwartaal";"x 1 000";"4505"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2004 4e kwartaal";"x 1 000";"4483"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2005 1e kwartaal";"x 1 000";"4508"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2005 2e kwartaal";"x 1 000";"4499"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2005 3e kwartaal";"x 1 000";"4560"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2005 4e kwartaal";"x 1 000";"4558"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2006 1e kwartaal";"x 1 000";"4533"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2006 2e kwartaal";"x 1 000";"4535"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2006 3e kwartaal";"x 1 000";"4563"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2006 4e kwartaal";"x 1 000";"4575"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2007 1e kwartaal";"x 1 000";"4566"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2007 2e kwartaal";"x 1 000";"4578"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2007 3e kwartaal";"x 1 000";"4633"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2007 4e kwartaal";"x 1 000";"4598"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2008 1e kwartaal";"x 1 000";"4497"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2008 2e kwartaal";"x 1 000";"4464"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2008 3e kwartaal";"x 1 000";"4498"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2008 4e kwartaal";"x 1 000";"4469"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2009 1e kwartaal";"x 1 000";"4469"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2009 2e kwartaal";"x 1 000";"4438"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2009 3e kwartaal";"x 1 000";"4477"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2009 4e kwartaal";"x 1 000";"4468"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2010 1e kwartaal";"x 1 000";"4445"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2010 2e kwartaal";"x 1 000";"4463"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2010 3e kwartaal";"x 1 000";"4445"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2010 4e kwartaal";"x 1 000";"4405"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2011 1e kwartaal";"x 1 000";"4391"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Middelbaar onderwijs";"2011 2e kwartaal";"x 1 000";"4375"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2003 1e kwartaal";"x 1 000";"2365"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2003 2e kwartaal";"x 1 000";"2381"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2003 3e kwartaal";"x 1 000";"2451"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2003 4e kwartaal";"x 1 000";"2517"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2004 1e kwartaal";"x 1 000";"2582"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2004 2e kwartaal";"x 1 000";"2634"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2004 3e kwartaal";"x 1 000";"2682"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2004 4e kwartaal";"x 1 000";"2708"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2005 1e kwartaal";"x 1 000";"2689"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2005 2e kwartaal";"x 1 000";"2691"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2005 3e kwartaal";"x 1 000";"2720"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2005 4e kwartaal";"x 1 000";"2726"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2006 1e kwartaal";"x 1 000";"2747"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2006 2e kwartaal";"x 1 000";"2726"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2006 3e kwartaal";"x 1 000";"2753"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2006 4e kwartaal";"x 1 000";"2741"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2007 1e kwartaal";"x 1 000";"2743"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2007 2e kwartaal";"x 1 000";"2788"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2007 3e kwartaal";"x 1 000";"2833"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2007 4e kwartaal";"x 1 000";"2857"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2008 1e kwartaal";"x 1 000";"2887"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2008 2e kwartaal";"x 1 000";"2907"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2008 3e kwartaal";"x 1 000";"2946"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2008 4e kwartaal";"x 1 000";"2953"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2009 1e kwartaal";"x 1 000";"2957"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2009 2e kwartaal";"x 1 000";"2961"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2009 3e kwartaal";"x 1 000";"3029"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2009 4e kwartaal";"x 1 000";"3028"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2010 1e kwartaal";"x 1 000";"3093"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2010 2e kwartaal";"x 1 000";"3095"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2010 3e kwartaal";"x 1 000";"3071"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2010 4e kwartaal";"x 1 000";"3043"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2011 1e kwartaal";"x 1 000";"3013"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau: Hoger onderwijs";"2011 2e kwartaal";"x 1 000";"3010"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2003 1e kwartaal";"x 1 000";"73"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2003 2e kwartaal";"x 1 000";"57"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2003 3e kwartaal";"x 1 000";"64"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2003 4e kwartaal";"x 1 000";"67"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2004 1e kwartaal";"x 1 000";"98"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2004 2e kwartaal";"x 1 000";"104"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2004 3e kwartaal";"x 1 000";"105"
"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"Opleidingsniveau:Onbekend";"2004 4e kwartaal";"x 1 000";"113"
