"tmp";"jaar";"herkomst";"geslacht";"leeftijd";"percentage";"aantal"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"65 tot 75 jaar";"1172";"22.40"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"75 of ouder";"420";"23.31"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"Totaal alle leeftijden";"7379";"2.34"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"0 tot 15 jaar";"93";"0.11"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"15 tot 25 jaar";"148";"0.27"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"25 tot 35 jaar";"367";"0.57"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"35 tot 45 jaar";"1050";"1.94"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"45 tot 55 jaar";"2068";"5.76"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"55 tot 65 jaar";"2060";"14.00"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"65 tot 75 jaar";"1076";"21.36"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Vrouwen";"75 of ouder";"517";"20.07"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"108516";"6.21"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"96";"0.12"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"429";"0.22"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2197";"0.60"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"10247";"2.49"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"23884";"7.74"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"32721";"16.14"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"26021";"22.84"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"12921";"19.51"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"Totaal alle leeftijden";"53114";"6.25"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"0 tot 15 jaar";"44";"0.10"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"15 tot 25 jaar";"203";"0.21"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"25 tot 35 jaar";"918";"0.53"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"35 tot 45 jaar";"5173";"2.52"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"45 tot 55 jaar";"11955";"7.87"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"55 tot 65 jaar";"16525";"16.58"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"65 tot 75 jaar";"13615";"23.29"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Mannen";"75 of ouder";"4681";"20.98"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"Totaal alle leeftijden";"55402";"6.16"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"0 tot 15 jaar";"52";"0.13"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"15 tot 25 jaar";"226";"0.23"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"25 tot 35 jaar";"1279";"0.66"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"35 tot 45 jaar";"5074";"2.46"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"45 tot 55 jaar";"11929";"7.62"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"55 tot 65 jaar";"16196";"15.72"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"65 tot 75 jaar";"12406";"22.37"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 1e generatie";"Vrouwen";"75 of ouder";"8240";"18.76"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"37326";"2.26"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"826";"0.14"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1132";"0.37"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"1449";"0.70"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2161";"1.35"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4218";"3.21"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"8602";"7.41"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"10911";"12.88"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"8027";"15.75"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"Totaal alle leeftijden";"19598";"2.35"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"0 tot 15 jaar";"430";"0.14"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"15 tot 25 jaar";"553";"0.36"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"25 tot 35 jaar";"721";"0.68"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"35 tot 45 jaar";"1159";"1.43"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"45 tot 55 jaar";"2493";"3.75"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"55 tot 65 jaar";"5177";"8.76"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"65 tot 75 jaar";"5789";"14.09"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Mannen";"75 of ouder";"3276";"16.08"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"Totaal alle leeftijden";"17728";"2.17"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"0 tot 15 jaar";"396";"0.14"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"15 tot 25 jaar";"579";"0.39"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"25 tot 35 jaar";"728";"0.72"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"35 tot 45 jaar";"1002";"1.27"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"45 tot 55 jaar";"1725";"2.65"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"55 tot 65 jaar";"3425";"6.01"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"65 tot 75 jaar";"5122";"11.74"
"A10 Diabetesmiddelen";"2008";"Allochtoon, 2e generatie";"Vrouwen";"75 of ouder";"4751";"15.53"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"712047";"4.23"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"4192";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"7450";"0.36"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"12520";"0.61"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"37257";"1.49"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"89491";"3.60"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"172932";"7.96"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"190343";"13.41"
"A10 Diabetesmiddelen";"2009";"Totaal";"Totaal Mannen en vrouwen";"75 of ouder";"197862";"16.06"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"Totaal alle leeftijden";"359356";"4.31"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"0 tot 15 jaar";"2128";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"15 tot 25 jaar";"3754";"0.36"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"25 tot 35 jaar";"6054";"0.59"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"35 tot 45 jaar";"20044";"1.58"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"45 tot 55 jaar";"50518";"4.03"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"55 tot 65 jaar";"99111";"9.06"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"65 tot 75 jaar";"100451";"14.55"
"A10 Diabetesmiddelen";"2009";"Totaal";"Mannen";"75 of ouder";"77296";"16.40"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"Totaal alle leeftijden";"352691";"4.15"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"0 tot 15 jaar";"2064";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"15 tot 25 jaar";"3696";"0.37"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"25 tot 35 jaar";"6466";"0.64"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"35 tot 45 jaar";"17213";"1.39"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"45 tot 55 jaar";"38973";"3.16"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"55 tot 65 jaar";"73821";"6.84"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"65 tot 75 jaar";"89892";"12.33"
"A10 Diabetesmiddelen";"2009";"Totaal";"Vrouwen";"75 of ouder";"120566";"15.84"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"556461";"4.16"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"3249";"0.14"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"5782";"0.37"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"8641";"0.60"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"24326";"1.26"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"59630";"2.94"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"128874";"6.99"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"150834";"12.41"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"175125";"15.78"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"Totaal alle leeftijden";"281383";"4.25"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"0 tot 15 jaar";"1631";"0.14"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"15 tot 25 jaar";"2942";"0.37"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"25 tot 35 jaar";"4287";"0.58"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"35 tot 45 jaar";"13404";"1.37"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"45 tot 55 jaar";"35014";"3.41"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"55 tot 65 jaar";"76215";"8.19"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"65 tot 75 jaar";"79516";"13.52"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Mannen";"75 of ouder";"68374";"16.06"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"Totaal alle leeftijden";"275078";"4.08"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"0 tot 15 jaar";"1618";"0.15"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"15 tot 25 jaar";"2840";"0.38"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"25 tot 35 jaar";"4354";"0.61"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"35 tot 45 jaar";"10922";"1.15"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"45 tot 55 jaar";"24616";"2.45"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"55 tot 65 jaar";"52659";"5.77"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"65 tot 75 jaar";"71318";"11.37"
"A10 Diabetesmiddelen";"2009";"Autochtoon";"Vrouwen";"75 of ouder";"106751";"15.61"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"155586";"4.48"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"943";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1668";"0.33"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"3879";"0.66"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"12931";"2.26"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"29861";"6.54"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"44058";"13.38"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"39509";"19.37"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"22737";"18.51"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"Totaal alle leeftijden";"77973";"4.53"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"0 tot 15 jaar";"497";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"15 tot 25 jaar";"812";"0.32"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"25 tot 35 jaar";"1767";"0.61"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"35 tot 45 jaar";"6640";"2.32"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"45 tot 55 jaar";"15504";"6.81"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"55 tot 65 jaar";"22896";"14.06"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"65 tot 75 jaar";"20935";"20.46"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Mannen";"75 of ouder";"8922";"19.48"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"Totaal alle leeftijden";"77613";"4.43"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"0 tot 15 jaar";"446";"0.13"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"15 tot 25 jaar";"856";"0.34"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"25 tot 35 jaar";"2112";"0.70"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"35 tot 45 jaar";"6291";"2.19"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"45 tot 55 jaar";"14357";"6.26"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"55 tot 65 jaar";"21162";"12.71"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"65 tot 75 jaar";"18574";"18.28"
"A10 Diabetesmiddelen";"2009";"Totaal allochtoon";"Vrouwen";"75 of ouder";"13815";"17.93"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"68036";"4.35"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"221";"0.11"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"422";"0.24"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"925";"0.39"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2807";"1.11"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"7338";"3.17"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"18235";"8.42"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"20817";"14.12"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"17271";"16.53"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"Totaal alle leeftijden";"34441";"4.58"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"0 tot 15 jaar";"117";"0.11"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"15 tot 25 jaar";"205";"0.24"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"25 tot 35 jaar";"428";"0.38"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"35 tot 45 jaar";"1454";"1.18"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"45 tot 55 jaar";"4120";"3.69"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"55 tot 65 jaar";"10513";"9.83"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"65 tot 75 jaar";"11017";"15.35"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Mannen";"75 of ouder";"6587";"17.37"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"33595";"4.14"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"104";"0.11"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"217";"0.24"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"497";"0.40"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"1353";"1.04"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"3218";"2.69"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"7722";"7.05"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"9800";"12.96"
"A10 Diabetesmiddelen";"2009";"Westerse allochtoon";"Vrouwen";"75 of ouder";"10684";"16.05"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"87550";"4.59"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"722";"0.15"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1246";"0.37"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2954";"0.83"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"10124";"3.16"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"22523";"10.00"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"25823";"22.87"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"18692";"33.05"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"5466";"29.73"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"Totaal alle leeftijden";"43532";"4.50"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"0 tot 15 jaar";"380";"0.15"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"15 tot 25 jaar";"607";"0.36"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"25 tot 35 jaar";"1339";"0.76"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"35 tot 45 jaar";"5186";"3.18"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"45 tot 55 jaar";"11384";"9.83"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"55 tot 65 jaar";"12383";"22.16"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"65 tot 75 jaar";"9918";"32.45"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Mannen";"75 of ouder";"2335";"29.55"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"44018";"4.68"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"342";"0.14"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"639";"0.39"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"1615";"0.90"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"4938";"3.14"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"11139";"10.18"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"13440";"23.57"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"8774";"33.77"
"A10 Diabetesmiddelen";"2009";"Totaal niet-westerse allochtoon";"Vrouwen";"75 of ouder";"3131";"29.87"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"20346";"5.75"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"314";"0.29"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"446";"0.73"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"765";"1.21"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2122";"3.87"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4380";"14.03"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"5427";"32.22"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"5806";"42.47"
"A10 Diabetesmiddelen";"2009";"Marokko";"Totaal Mannen en vrouwen";"75 of ouder";"1086";"42.42"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"Totaal alle leeftijden";"10608";"5.78"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"0 tot 15 jaar";"186";"0.33"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"15 tot 25 jaar";"240";"0.77"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"25 tot 35 jaar";"351";"1.18"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"35 tot 45 jaar";"1052";"3.51"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"45 tot 55 jaar";"2027";"11.75"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"55 tot 65 jaar";"2526";"28.46"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"65 tot 75 jaar";"3538";"39.69"
"A10 Diabetesmiddelen";"2009";"Marokko";"Mannen";"75 of ouder";"688";"39.93"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"Totaal alle leeftijden";"9738";"5.72"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"0 tot 15 jaar";"128";"0.24"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"15 tot 25 jaar";"206";"0.68"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"25 tot 35 jaar";"414";"1.24"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"35 tot 45 jaar";"1070";"4.31"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"45 tot 55 jaar";"2353";"16.83"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"55 tot 65 jaar";"2901";"36.40"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"65 tot 75 jaar";"2268";"47.68"
"A10 Diabetesmiddelen";"2009";"Marokko";"Vrouwen";"75 of ouder";"398";"47.55"
