"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Politieregio";"Perioden";"Cijfersoort";"Waarde eenheid";"Waarde"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Hollands Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Hollands Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Hollands Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Hollands Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zeeland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zeeland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zeeland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Zeeland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Midden- en West-Brabant (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Midden- en West-Brabant (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Midden- en West-Brabant (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Midden- en West-Brabant (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Zuidoost (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Zuidoost (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Zuidoost (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Brabant-Zuidoost (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Limburg-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Flevoland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Flevoland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Flevoland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Mensen worden op straat lastig gevallen";"Flevoland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Nederland";"2008";"Waarde";"% 'komt vaak voor'";"4.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Nederland";"2009";"Waarde";"% 'komt vaak voor'";"4.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Nederland";"2010";"Waarde";"% 'komt vaak voor'";"4.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Nederland";"2011";"Waarde";"% 'komt vaak voor'";"4.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Groningen (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Groningen (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Groningen (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Groningen (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Friesland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Friesland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Friesland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Friesland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Drenthe (PO)";"2008";"Waarde";"% 'komt vaak voor'";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Drenthe (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Drenthe (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Drenthe (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"IJsselland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"IJsselland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"IJsselland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"IJsselland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Twente (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Twente (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Twente (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Twente (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord- en Oost-Gelderland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord- en Oost-Gelderland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord- en Oost-Gelderland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord- en Oost-Gelderland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gelderland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Utrecht (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Utrecht (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Utrecht (PO)";"2010";"Waarde";"% 'komt vaak voor'";"2.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Utrecht (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord-Holland-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord-Holland-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord-Holland-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Noord-Holland-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Kennemerland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"2.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Kennemerland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Kennemerland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Kennemerland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"7.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"% 'komt vaak voor'";"2.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"% 'komt vaak voor'";"2.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Haaglanden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Haaglanden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Haaglanden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Haaglanden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Hollands Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Hollands Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Hollands Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Hollands Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zeeland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zeeland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zeeland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Zeeland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Midden- en West-Brabant (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Midden- en West-Brabant (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Midden- en West-Brabant (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Midden- en West-Brabant (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Zuidoost (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Zuidoost (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Zuidoost (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Brabant-Zuidoost (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"4.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"5.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"11.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"12.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"14.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Limburg-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Flevoland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Flevoland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Flevoland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Drugsoverlast";"Flevoland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Nederland";"2008";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Nederland";"2009";"Waarde";"% 'komt vaak voor'";"6.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dronken mensen op straat";"Nederland";"2010";"Waarde";"% 'komt vaak voor'";"6.5"
