"Perioden";"Persoonskenmerken";"Onderwerpen_1";"Arbeidspositie einde periode";"Waarde eenheid";"Waarde"
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"19"
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"19"
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"27"
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"27"
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1725"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1667"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"20"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"38"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1640"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1582"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"20"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"38"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"32"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"32"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"53"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"53"
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2737"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2674"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"27"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"36"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2691"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2628"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"27"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"36"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"21"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"21"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"26"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"26"
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1486"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1451"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"22"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1466"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1431"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"13"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"22"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"7"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"13"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"13"
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"582"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"572"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"5"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"4"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"575"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"566"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"5"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"4"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4"
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2003 1e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"10906"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"7022"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"414"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"3470"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"6959"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"6742"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"75"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"142"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"392"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"85"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"189"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"118"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3555"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"195"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"150"
"2003 2e kwartaal";"Geslacht: Mannen en vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"3211"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5513"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4146"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"197"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1170"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4119"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"4010"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"40"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"69"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"198"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"44"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"99"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"54"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1196"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"91"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"59"
"2003 2e kwartaal";"Geslacht: Mannen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1046"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5393"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2876"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"216"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"2300"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2839"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2732"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"35"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"72"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"195"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"41"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"90"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"64"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2359"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"104"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"91"
"2003 2e kwartaal";"Geslacht: Vrouwen";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2164"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1926"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"900"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"100"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"925"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"805"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"727"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"15"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"63"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"99"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"31"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"27"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"40"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1022"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"142"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"58"
"2003 2e kwartaal";"Leeftijd: 15 tot 25 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"822"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4887"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3864"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"204"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"819"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3867"
"2003 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3785"
